UserID,ChargerCompany,ChargerType,StartHour,StartDayOfWeek,IsWeekend,Duration,Demand
95,1,0,14,2,0,198,23.2
95,1,0,1,3,0,361,42.4
95,1,0,13,3,0,169,19.9
95,1,0,23,3,0,219,25.9
95,1,0,13,4,0,136,15.9
95,1,0,13,5,1,95,11.2
95,1,0,20,5,1,302,35.6
95,1,0,16,6,1,65,7.6
95,1,0,23,6,1,114,13.6
95,1,0,6,0,0,92,10.7
95,1,0,14,0,0,116,13.7
95,1,0,23,0,0,314,37.0
95,1,0,14,1,0,147,17.4
95,1,0,0,2,0,635,26.3
95,1,0,12,2,0,68,8.0
95,1,0,23,2,0,348,41.5
95,1,0,14,3,0,60,7.1
95,1,0,22,3,0,262,30.9
95,1,0,13,4,0,90,10.5
95,1,0,21,4,0,636,14.6
95,1,0,13,5,1,52,9.9
95,1,0,23,5,1,620,33.7
95,1,0,12,6,1,61,7.0
95,1,0,21,6,1,628,32.8
95,1,0,14,1,0,113,13.2
95,1,0,21,1,0,195,22.9
95,1,0,14,2,0,74,8.8
95,1,0,22,2,0,313,37.0
95,1,0,15,3,0,99,11.6
95,1,0,23,3,0,303,36.1
95,1,0,14,4,0,120,14.0
95,1,0,23,4,0,286,33.9
95,1,0,1,6,1,654,33.5
95,1,0,15,6,1,100,11.6
95,1,0,23,6,1,254,29.9
95,1,0,14,0,0,130,15.1
95,1,0,22,0,0,179,21.0
95,1,0,0,2,0,180,20.9
95,1,0,9,2,0,47,5.5
95,1,0,12,2,0,81,9.5
95,1,0,22,2,0,192,22.7
95,1,0,3,3,0,189,22.3
95,1,0,23,3,0,128,15.3
95,1,0,5,4,0,170,19.9
95,1,0,15,4,0,124,14.5
95,1,0,0,5,1,123,14.5
95,1,0,7,5,1,92,10.8
95,1,0,14,5,1,138,16.2
95,1,0,22,5,1,118,14.0
95,1,0,12,6,1,127,13.4
95,1,0,0,0,0,366,39.1
95,1,0,9,0,0,86,9.1
95,1,0,19,0,0,264,28.0
95,1,0,13,1,0,153,16.2
95,1,0,0,2,0,28,29.29
95,1,0,14,2,0,12,11.95
95,1,0,22,2,0,30,30.58
95,1,0,14,3,0,12,12.15
95,1,0,0,4,0,22,22.18
95,1,0,12,4,0,99,10.26
95,1,0,23,4,0,32,33.14
95,1,0,15,5,1,10,10.7
95,1,0,23,5,1,29,29.49
95,1,0,14,6,1,19,18.62
95,1,0,0,0,0,22,22.33
95,1,0,14,0,0,74,7.68
95,1,0,15,1,0,10,10.47
95,1,0,0,2,0,32,33.39
95,1,0,15,2,0,142,14.86
95,1,0,22,2,0,209,21.41
95,1,0,15,3,0,70,7.27
95,1,0,23,3,0,322,33.19
95,1,0,15,4,0,101,10.55
179,1,0,16,4,0,202,9.7
179,1,0,18,5,1,171,9.1
179,1,0,7,0,0,110,6.7
179,1,0,18,0,0,172,9.2
179,1,0,9,2,0,104,4.5
179,1,0,19,2,0,158,9.7
179,1,0,8,3,0,53,1.9
179,1,0,18,3,0,193,9.7
179,1,0,22,5,1,116,5.6
179,1,0,16,0,0,175,9.4
179,1,0,8,2,0,85,3.8
179,1,0,8,3,0,135,8.1
179,1,0,17,6,1,78,3.8
179,1,0,18,0,0,211,9.7
179,1,0,11,1,0,140,8.5
179,1,0,19,1,0,179,7.79
179,1,0,18,2,0,63,3.8
179,1,0,19,2,0,146,5.8
179,1,0,19,3,0,206,9.6
179,1,0,17,4,0,156,8.1
179,1,0,19,5,1,189,9.7
179,1,0,19,6,1,170,9.1
179,1,0,10,0,0,17,1.1
179,1,0,10,0,0,110,5.4
179,1,0,19,0,0,208,9.39
179,1,0,14,1,0,41,2.5
179,1,0,17,1,0,203,9.3
179,1,0,8,3,0,180,9.4
179,1,0,8,4,0,139,6.8
179,1,0,15,4,0,130,6.5
179,1,0,20,5,1,208,9.5
179,1,0,15,6,1,182,9.2
179,1,0,17,0,0,179,9.5
179,1,0,8,2,0,172,9.2
179,1,0,21,2,0,209,9.5
179,1,0,16,4,0,131,6.6
179,1,0,8,0,0,90,4.4
179,1,0,22,6,1,165,9.1
179,1,0,17,0,0,0,1.2
179,1,0,17,0,0,116,6.0
179,1,0,22,1,0,155,6.1
179,1,0,18,2,0,175,9.5
179,1,0,16,3,0,178,7.9
179,1,0,8,5,1,167,9.0
179,1,0,8,0,0,205,9.5
179,1,0,20,0,0,71,3.0
179,1,0,12,2,0,151,8.1
179,1,0,19,2,0,219,8.5
179,1,0,9,4,0,199,9.1
179,1,0,22,4,0,189,8.5
179,1,0,20,5,1,86,4.2
179,1,0,17,6,1,206,9.4
179,1,0,19,0,0,109,6.1
179,1,0,22,0,0,114,4.6
179,1,0,8,2,0,163,8.3
179,1,0,14,2,0,82,4.1
179,1,0,19,2,0,161,8.7
179,1,0,8,4,0,72,2.6
179,1,0,18,4,0,213,9.79
179,1,0,12,5,1,132,5.9
179,1,0,16,5,1,106,2.3
179,1,0,17,0,0,158,9.4
179,1,0,18,1,0,204,9.7
179,1,0,19,2,0,189,9.7
179,1,0,14,3,0,140,5.5
179,1,0,17,4,0,152,8.0
179,1,0,19,5,1,197,8.9
179,1,0,8,0,0,65,2.2
179,1,0,16,0,0,153,8.1
179,1,0,10,1,0,150,8.0
179,1,0,8,2,0,146,7.6
179,1,0,19,2,0,239,9.5
179,1,0,17,3,0,178,7.9
179,1,0,16,4,0,143,8.6
179,1,0,9,5,1,193,8.7
179,1,0,21,5,1,173,9.29
179,1,0,18,6,1,203,9.3
179,1,0,15,0,0,125,6.3
179,1,0,17,3,0,200,9.29
179,1,0,18,4,0,208,9.5
179,1,0,0,6,1,164,8.2
179,1,0,10,6,1,120,6.1
179,1,0,17,0,0,193,9.1
179,1,0,14,1,0,69,4.2
179,1,0,17,1,0,163,6.79
179,1,0,18,3,0,82,5.0
179,1,0,21,3,0,142,5.6
179,1,0,12,0,0,143,8.6
179,1,0,17,0,0,189,8.39
179,1,0,16,1,0,115,5.7
179,1,0,20,2,0,100,3.29
179,1,0,18,3,0,0,7.7
179,1,0,17,4,0,165,8.79
179,1,0,18,6,1,202,9.2
179,1,0,13,0,0,101,5.3
179,1,0,16,1,0,97,5.79
179,1,0,21,1,0,194,8.9
179,1,0,11,2,0,201,9.1
179,1,0,18,2,0,119,3.6
179,1,0,17,5,1,78,4.7
179,1,0,20,5,1,199,9.1
179,1,0,16,6,1,208,9.5
179,1,0,16,0,0,131,6.7
179,1,0,10,1,0,98,4.29
179,1,0,18,2,0,204,9.4
179,1,0,20,3,0,171,9.3
179,1,0,17,4,0,198,9.6
179,1,0,20,4,0,42,0.29
179,1,0,16,5,1,106,6.4
179,1,0,17,0,0,149,6.0
179,1,0,16,2,0,166,9.0
179,1,0,15,3,0,27,1.6
179,1,0,17,3,0,171,9.2
179,1,0,12,5,1,235,9.5
179,1,0,16,4,0,208,9.5
179,1,0,22,6,1,167,9.0
179,1,0,12,2,0,158,9.0
179,1,0,14,4,0,112,5.9
179,1,0,18,5,1,60,3.6
179,1,0,19,5,1,64,2.7
179,1,0,18,6,1,161,8.6
179,1,0,17,0,0,179,9.4
179,1,0,10,1,0,82,4.0
179,1,0,18,2,0,175,9.29
179,1,0,17,3,0,174,9.0
179,1,0,15,5,1,162,8.9
179,1,0,17,1,0,126,4.1
179,1,0,20,2,0,140,7.0
179,1,0,10,4,0,160,8.6
179,1,0,19,6,1,171,9.1
179,1,0,12,0,0,178,9.1
179,1,0,20,1,0,66,4.0
179,1,0,21,1,0,123,7.5
179,1,0,23,1,0,50,1.29
179,1,0,14,5,1,1,0.1
179,1,0,15,5,1,166,9.7
179,1,0,17,6,1,159,7.89
179,1,0,20,2,0,164,8.29
179,1,0,16,3,0,81,3.7
179,1,0,14,4,0,124,6.2
179,1,0,8,5,1,94,4.29
179,1,0,17,5,1,160,8.1
179,1,0,17,6,1,166,8.7
179,1,0,17,0,0,173,9.0
179,1,0,16,2,0,110,6.6
179,1,0,20,2,0,61,3.7
179,1,0,21,2,0,63,2.2
179,1,0,16,4,0,156,7.7
179,1,0,16,5,1,132,6.7
179,1,0,17,0,0,187,9.4
179,1,0,12,2,0,61,3.6
179,1,0,18,2,0,183,8.89
179,1,0,17,4,0,109,5.5
179,1,0,12,5,1,76,4.6
179,1,0,15,5,1,118,5.3
179,1,0,17,0,0,174,9.4
179,1,0,12,2,0,55,3.29
179,1,0,18,2,0,1043,9.1
179,1,0,11,4,0,100,4.9
179,1,0,17,5,1,47,2.79
179,1,0,13,6,1,170,9.0
179,1,0,7,0,0,75,4.5
179,1,0,14,0,0,180,9.29
179,1,0,16,1,0,376,7.8
179,1,0,18,2,0,46,2.7
179,1,0,20,2,0,149,7.5
179,1,0,21,3,0,71,3.1
179,1,0,21,4,0,71,3.0
179,1,0,19,5,1,22,1.3
179,1,0,19,2,0,176,9.2
179,1,0,22,3,0,61,2.5
179,1,0,22,4,0,76,3.0
179,1,0,17,2,0,167,8.8
179,1,0,22,3,0,76,3.0
179,1,0,23,4,0,69,3.3
179,1,0,18,5,1,85,3.6
179,1,0,22,1,0,147,7.6
179,1,0,17,2,0,150,7.6
179,1,0,16,5,1,169,8.79
179,1,0,21,1,0,107,5.2
179,1,0,17,2,0,174,9.0
179,1,0,17,5,1,164,8.5
179,1,0,22,1,0,0,2.7
179,1,0,15,2,0,41,2.4
179,1,0,17,2,0,98,4.5
179,1,0,21,3,0,76,2.9
179,1,0,22,4,0,68,2.7
179,1,0,22,5,1,80,3.39
179,1,0,13,6,1,111,5.0
179,1,0,21,0,0,127,6.3
179,1,0,7,2,0,174,8.9
179,1,0,17,2,0,177,9.5
179,1,0,13,3,0,76,4.6
179,1,0,15,3,0,144,7.3
179,1,0,11,4,0,125,6.0
179,1,0,21,0,0,174,9.0
179,1,0,19,1,0,136,6.5
179,1,0,7,3,0,184,9.6
179,1,0,16,4,0,83,5.0
179,1,0,19,4,0,71,4.4
179,1,0,22,4,0,120,6.0
179,1,0,18,6,1,169,9.1
179,1,0,21,0,0,169,8.79
179,1,0,17,1,0,33,2.0
179,1,0,19,1,0,77,4.7
179,1,0,22,1,0,106,4.79
179,1,0,19,2,0,22,1.29
179,1,0,22,2,0,169,8.8
179,1,0,18,3,0,93,5.6
179,1,0,22,3,0,109,5.29
179,1,0,14,4,0,101,4.2
179,1,0,22,4,0,67,2.7
179,1,0,20,5,1,1,0.1
179,1,0,20,5,1,135,6.4
179,1,0,16,6,1,178,8.9
179,1,0,18,0,0,58,3.5
179,1,0,20,0,0,120,5.9
179,1,0,16,1,0,152,7.7
179,1,0,22,1,0,71,2.9
179,1,0,9,3,0,166,8.79
179,1,0,22,3,0,76,2.79
179,1,0,20,5,1,120,5.9
179,1,0,19,1,0,54,3.2
179,1,0,22,1,0,169,8.79
179,1,0,10,2,0,83,3.7
179,1,0,22,4,0,174,9.2
179,1,0,14,5,1,86,3.2
179,1,0,10,6,1,111,6.6
179,1,0,19,6,1,161,9.7
179,1,0,13,0,0,155,9.2
179,1,0,17,0,0,95,4.1
179,1,0,21,0,0,82,3.3
179,1,0,17,1,0,38,2.4
179,1,0,20,1,0,170,9.2
179,1,0,15,4,0,36,2.2
179,1,0,18,4,0,132,6.7
179,1,0,22,4,0,83,3.4
179,1,0,10,5,1,104,4.6
179,1,0,19,0,0,104,5.89
179,1,0,22,0,0,81,2.9
179,1,0,17,1,0,139,6.7
179,1,0,23,1,0,78,3.2
179,1,0,13,3,0,600,7.1
179,1,0,22,4,0,79,3.29
179,1,0,19,6,1,625,9.1
179,1,0,21,0,0,120,5.5
179,1,0,10,1,0,139,6.9
179,1,0,22,1,0,132,6.79
179,1,0,8,2,0,51,3.1
179,1,0,10,3,0,176,9.4
179,1,0,16,3,0,635,7.3
179,1,0,10,4,0,119,5.79
179,0,0,13,4,0,110,6.12
179,1,0,18,4,0,102,6.2
179,1,0,21,4,0,107,5.1
179,1,0,9,5,1,105,4.5
179,1,0,22,5,1,650,9.3
179,1,0,17,6,1,619,8.4
179,1,0,9,0,0,44,2.6
179,1,0,13,0,0,28,1.7
179,1,0,17,0,0,614,9.2
179,1,0,14,1,0,76,4.5
179,1,0,18,1,0,159,8.6
179,1,0,22,1,0,100,4.2
179,1,0,9,2,0,100,4.2
179,1,0,19,2,0,629,8.9
179,1,0,10,3,0,39,2.29
179,1,0,19,3,0,628,9.1
179,1,0,9,4,0,1,0.1
179,1,0,12,4,0,135,6.7
179,1,0,20,4,0,622,8.2
179,1,0,9,5,1,76,3.9
179,1,0,21,5,1,179,9.3
179,1,0,15,0,0,172,9.2
179,1,0,14,1,0,69,4.1
179,1,0,17,1,0,612,9.3
179,1,0,9,2,0,82,4.8
179,1,0,15,2,0,2,0.1
179,1,0,15,2,0,127,6.1
179,1,0,18,2,0,46,1.1
179,1,0,21,2,0,99,4.7
179,1,0,12,3,0,52,3.1
179,1,0,13,3,0,122,6.2
179,1,0,13,4,0,35,2.1
179,1,0,17,4,0,22,1.4
179,1,0,22,4,0,157,8.5
179,1,0,19,6,1,639,9.4
179,1,0,15,0,0,52,3.1
179,1,0,17,0,0,25,1.5
179,1,0,19,0,0,624,8.9
179,1,0,9,1,0,66,3.1
179,1,0,20,1,0,625,9.29
179,1,0,14,2,0,30,1.79
179,1,0,21,2,0,174,9.1
179,1,0,9,3,0,104,4.9
179,1,0,9,4,0,39,2.3
179,1,0,12,4,0,173,9.0
179,1,0,20,4,0,655,6.6
179,1,0,11,5,1,36,2.2
179,1,0,19,6,1,638,1.89
179,1,0,10,0,0,56,2.7
179,1,0,21,0,0,171,9.3
179,1,0,21,1,0,152,8.1
179,1,0,20,2,0,631,8.89
179,0,0,19,3,0,50,2.69
179,1,0,9,4,0,102,6.2
179,1,0,12,4,0,104,4.79
179,1,0,21,4,0,78,3.3
179,1,0,16,6,1,153,9.2
179,1,0,23,0,0,603,8.9
179,1,0,22,1,0,613,9.2
179,1,0,11,2,0,31,1.4
179,1,0,7,5,1,658,4.8
179,1,0,17,6,1,652,9.2
179,1,0,7,1,0,145,7.2
179,1,0,18,1,0,43,2.6
179,1,0,19,1,0,612,8.3
179,1,0,8,3,0,130,6.1
179,1,0,18,5,1,71,4.2
179,1,0,21,5,1,607,6.6
179,1,0,8,1,0,606,8.7
179,1,0,8,2,0,70,3.5
179,1,0,7,4,0,88,4.9
179,1,0,19,5,1,651,9.1
179,1,0,8,0,0,100,5.7
179,1,0,8,1,0,606,7.1
179,1,0,8,3,0,97,4.4
179,1,0,19,3,0,658,8.1
179,1,0,13,4,0,101,4.5
179,1,0,13,5,1,638,5.2
179,1,0,16,1,0,165,9.4
179,1,0,8,2,0,600,3.79
179,1,0,17,3,0,122,6.2
179,1,0,11,4,0,28,1.7
179,1,0,14,4,0,129,6.0
31,1,0,17,4,0,87,4.9
31,1,0,13,0,0,159,8.9
31,1,0,10,3,0,187,10.8
31,1,0,12,4,0,116,7.1
31,1,0,18,4,0,129,7.7
31,1,0,11,6,1,173,9.8
31,1,0,12,0,0,176,10.0
31,1,0,10,2,0,68,4.1
31,1,0,12,4,0,159,9.1
31,1,0,13,0,0,93,5.7
31,1,0,16,1,0,127,6.9
31,1,0,12,2,0,155,8.9
31,1,0,14,5,1,85,5.2
31,1,0,16,6,1,171,9.7
31,1,0,14,5,1,145,8.8
31,1,0,15,4,0,175,10.4
31,1,0,12,5,1,85,5.1
31,1,0,18,0,0,159,8.9
31,1,0,13,3,0,78,4.7
31,1,0,21,3,0,28,1.7
31,0,0,11,4,0,88,5.0
31,1,0,14,4,0,107,6.5
31,1,0,16,4,0,73,3.79
31,1,0,13,6,1,166,9.2
31,1,0,17,0,0,69,4.2
31,1,0,9,1,0,106,5.6
31,1,0,15,1,0,159,9.7
31,1,0,13,4,0,29,1.8
31,1,0,16,4,0,58,3.5
31,1,0,17,4,0,132,7.2
31,1,0,13,0,0,182,10.9
31,1,0,9,2,0,89,5.39
31,1,0,14,2,0,99,6.0
31,1,0,12,4,0,121,6.7
31,1,0,17,4,0,62,3.2
31,1,0,12,5,1,81,4.9
31,1,0,12,6,1,184,10.5
31,1,0,10,2,0,151,8.5
31,1,0,9,3,0,78,4.0
31,1,0,19,4,0,119,7.3
31,1,0,12,5,1,45,2.0
31,0,0,19,5,1,57,3.46
31,1,0,7,0,0,189,10.4
31,1,0,15,0,0,112,6.2
31,1,0,8,2,0,107,5.79
31,1,0,10,4,0,144,8.4
31,1,0,19,4,0,64,3.4
31,1,0,16,5,1,119,6.8
31,0,0,10,0,0,152,8.6
31,1,0,14,0,0,122,7.2
31,1,0,16,1,0,103,6.3
31,1,0,18,2,0,152,9.0
31,0,0,16,4,0,111,6.81
31,1,0,13,5,1,56,3.39
31,0,0,13,0,0,50,2.85
31,1,0,15,0,0,135,8.2
31,1,0,20,1,0,107,6.5
31,0,0,10,2,0,80,3.72
31,1,0,17,3,0,164,9.2
31,0,0,10,4,0,75,2.93
31,1,0,13,6,1,36,2.2
31,1,0,17,6,1,181,10.4
31,1,0,17,0,0,58,3.4
31,1,0,15,1,0,65,3.9
31,1,0,21,1,0,163,9.4
31,1,0,13,2,0,138,7.9
31,1,0,17,3,0,43,2.6
31,0,0,11,4,0,56,3.2
31,1,0,16,4,0,143,8.2
31,1,0,12,5,1,39,1.8
31,1,0,11,0,0,129,7.1
31,1,0,16,0,0,35,1.6
31,1,0,14,1,0,134,8.1
31,1,0,11,3,0,184,10.6
31,1,0,10,4,0,62,3.77
31,1,0,16,4,0,145,8.4
31,1,0,12,5,1,109,6.1
31,1,0,18,6,1,73,4.4
31,0,0,13,0,0,149,7.88
31,1,0,16,0,0,60,3.6
31,1,0,12,1,0,59,3.5
31,0,0,11,2,0,110,6.35
31,1,0,13,2,0,60,3.2
31,0,0,10,3,0,120,5.13
31,1,0,16,3,0,40,2.4
31,1,0,18,4,0,114,6.2
31,1,0,13,5,1,63,3.2
31,1,0,13,6,1,160,9.3
31,0,0,10,0,0,135,6.03
31,1,0,14,0,0,57,3.29
31,1,0,16,0,0,49,2.9
31,1,0,14,1,0,105,6.2
31,1,0,10,2,0,146,8.4
31,0,0,14,4,0,83,4.81
31,1,0,19,4,0,79,4.29
31,1,0,10,5,1,95,5.6
31,1,0,13,5,1,39,2.0
31,1,0,13,0,0,90,5.39
31,1,0,17,0,0,113,6.9
31,0,0,16,1,0,47,2.86
31,1,0,10,2,0,107,6.6
